NUTS level,NUTS code,Region name,Transaction code,Transaction,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
NUTS2,UKC2,Northumberland and Tyne and Wear,D.7,"Other current transfers, paid",432,554,526,593,559,614,601,619,583,601,739,700,693,891,891,823,903,829,846,850,868,868
NUTS2,UKC2,Northumberland and Tyne and Wear,NA,Secondary uses total,3926,4268,4282,4635,4804,4974,5326,5644,5945,6257,6775,6747,6457,6989,6921,6792,6897,7049,6947,7092,7127,7220
NUTS2,UKC2,Northumberland and Tyne and Wear,NA,Balance of secondary income,-852,-1028,-978,-1147,-1176,-1232,-1400,-1587,-1848,-1952,-2099,-1920,-1297,-1463,-1251,-854,-841,-1182,-879,-913,-799,-819
NUTS2,UKC2,Northumberland and Tyne and Wear,B.6g,Gross Disposable Income,9339,9485,9795,10424,10810,11074,11444,11923,12140,12606,13004,13321,13938,14160,14364,14981,15299,15574,16138,16285,16649,17333
NUTS3,UKC21,Northumberland,B.2g,Operating surplus,1664,1713,1795,1867,1899,1901,1913,1901,1931,1932,1946,2082,1826,1818,1892,1947,1857,1976,2057,2203,2241,2313
NUTS3,UKC21,Northumberland,B.3g,Mixed income,782,797,856,905,946,1028,1073,1121,1180,1230,1232,1254,1284,1303,1314,1299,1338,1423,1448,1483,1563,1664
NUTS3,UKC21,Northumberland,D.1,Compensation of employees,7087,7366,7987,8225,8490,8660,9313,9774,10568,11244,11503,11999,11868,12066,12172,12316,12542,12589,12562,12595,12687,13411
NUTS3,UKC21,Northumberland,D.4,"Property income, received",2277,2318,2040,2772,2635,2277,2666,2848,3102,3300,3795,4160,3482,3134,2992,2986,2933,3197,3362,3313,2990,3257
NUTS3,UKC21,Northumberland,NA,Primary resources total,11811,12194,12678,13769,13969,13866,14965,15644,16780,17706,18475,19495,18460,18320,18370,18547,18670,19186,19429,19595,19481,20646
NUTS3,UKC21,Northumberland,D.4,"Property income, paid",457,505,487,596,565,521,536,688,778,887,1266,1508,420,317,430,283,288,391,338,391,264,377
NUTS3,UKC21,Northumberland,NA,Primary uses total,457,505,487,596,565,521,536,688,778,887,1266,1508,420,317,430,283,288,391,338,391,264,377
NUTS3,UKC21,Northumberland,B.5g,Balance of primary incomes,11354,11689,12191,13174,13404,13344,14429,14956,16002,16820,17209,17988,18039,18002,17940,18264,18381,18795,19091,19204,19217,20269
NUTS3,UKC21,Northumberland,D.61/D.62,Imputed social contributions/Social benefits received,2765,2825,2976,3083,3350,3447,3817,3833,3826,4074,4428,4737,5256,5493,5696,6013,6255,6137,6353,6626,6963,7108
NUTS3,UKC21,Northumberland,D.7,"Other current transfers, received",444,576,550,628,570,615,565,565,512,531,707,643,597,816,848,800,859,757,770,752,751,774
NUTS3,UKC21,Northumberland,NA,Secondary resources total,3210,3401,3526,3711,3921,4063,4383,4398,4338,4605,5136,5381,5854,6309,6545,6814,7114,6894,7123,7378,7715,7882
NUTS3,UKC21,Northumberland,D.5,"Current taxes on income, wealth etc",1476,1631,1799,1866,1875,1925,2023,2137,2511,2549,2621,2785,2645,2637,2673,2597,2579,2601,2700,2606,2604,2732
NUTS3,UKC21,Northumberland,D.61/D.62,Social contributions/Social benefits paid,2269,2380,2323,2582,2672,2383,3160,3224,3501,3736,4032,4067,3774,4031,3989,4143,4076,4025,3822,4000,3856,4010
NUTS3,UKC21,Northumberland,D.7,"Other current transfers, paid",508,650,624,706,655,718,690,707,666,685,853,810,795,1041,1040,948,1043,950,969,970,969,971
NUTS3,UKC21,Northumberland,NA,Secondary uses total,4253,4661,4746,5155,5202,5026,5874,6069,6678,6970,7507,7662,7213,7709,7703,7688,7699,7576,7491,7576,7428,7714
NUTS3,UKC21,Northumberland,NA,Balance of secondary income,-1043,-1260,-1220,-1444,-1282,-964,-1491,-1670,-2340,-2366,-2371,-2281,-1360,-1400,-1158,-875,-584,-682,-368,-198,287,168
NUTS3,UKC21,Northumberland,B.6g,Gross Disposable Income,10311,10429,10971,11730,12123,12380,12938,13286,13663,14454,14838,15707,16680,16603,16782,17390,17797,18113,18723,19006,19504,20437
NUTS3,UKC22,Tyneside,B.2g,Operating surplus,1299,1365,1406,1429,1478,1490,1578,1643,1600,1604,1589,1648,1459,1416,1468,1502,1469,1540,1583,1692,1741,1814
NUTS3,UKC22,Tyneside,B.3g,Mixed income,497,506,510,603,662,722,760,772,806,845,861,878,891,921,925,926,964,1022,1045,1080,1141,1212
NUTS3,UKC22,Tyneside,D.1,Compensation of employees,6702,7039,7243,7635,8103,8381,8769,9340,9526,10027,10537,10565,10475,10821,10939,11137,11479,11880,11956,12182,12405,12970
NUTS3,UKC22,Tyneside,D.4,"Property income, received",1979,2035,1800,2127,2007,2062,2007,2257,2364,2387,2768,2766,2269,2349,2220,2061,2032,2409,2439,2368,2119,2234
NUTS3,UKC22,Tyneside,NA,Primary resources total,10477,10945,10959,11794,12250,12655,13114,14012,14297,14862,15755,15858,15094,15506,15551,15626,15944,16851,17024,17323,17406,18229
NUTS3,UKC22,Tyneside,D.4,"Property income, paid",356,401,381,454,438,407,440,592,643,735,1033,1192,335,246,332,217,227,304,259,299,202,292
NUTS3,UKC22,Tyneside,NA,Primary uses total,356,401,381,454,438,407,440,592,643,735,1033,1192,335,246,332,217,227,304,259,299,202,292
NUTS3,UKC22,Tyneside,B.5g,Balance of primary incomes,10122,10543,10578,11339,11812,12248,12673,13420,13654,14127,14722,14666,14758,15260,15219,15409,15717,16547,16765,17025,17204,17937
NUTS3,UKC22,Tyneside,D.61/D.62,Imputed social contributions/Social benefits received,2701,2761,2850,2940,3115,3194,3348,3509,3625,3791,3968,4135,4449,4649,4728,5012,5032,4944,5138,5182,5221,5258
NUTS3,UKC22,Tyneside,D.7,"Other current transfers, received",354,466,434,491,453,488,458,459,410,428,566,508,473,631,663,644,685,609,619,604,626,647
NUTS3,UKC22,Tyneside,NA,Secondary resources total,3055,3227,3284,3431,3569,3682,3806,3968,4035,4219,4534,4644,4922,5280,5391,5656,5717,5553,5758,5787,5847,5905
NUTS3,UKC22,Tyneside,D.5,"Current taxes on income, wealth etc",1276,1461,1499,1577,1689,1697,1780,1892,1945,2030,2193,2243,2117,2127,2151,2089,2141,2187,2241,2277,2329,2375
NUTS3,UKC22,Tyneside,D.61/D.62,Social contributions/Social benefits paid,2229,2295,2211,2425,2529,2774,2920,3126,3335,3507,3745,3634,3579,3935,3808,3749,3733,4105,3855,4081,3983,4022
NUTS3,UKC22,Tyneside,D.7,"Other current transfers, paid",417,539,506,568,537,590,582,601,564,582,712,674,669,855,853,790,867,798,815,818,838,839
NUTS3,UKC22,Tyneside,NA,Secondary uses total,3922,4295,4216,4570,4755,5061,5282,5619,5844,6119,6650,6551,6365,6917,6813,6629,6741,7090,6911,7176,7150,7236
NUTS3,UKC22,Tyneside,NA,Balance of secondary income,-867,-1068,-932,-1140,-1186,-1380,-1476,-1650,-1809,-1900,-2115,-1907,-1444,-1637,-1422,-972,-1024,-1538,-1153,-1389,-1303,-1331
NUTS3,UKC22,Tyneside,B.6g,Gross Disposable Income,9255,9475,9647,10200,10625,10868,11197,11770,11845,12228,12607,12758,13315,13623,13798,14437,14693,15009,15612,15636,15901,16605
NUTS3,UKC23,Sunderland,B.2g,Operating surplus,1092,1133,1164,1181,1166,1249,1265,1297,1327,1325,1317,1381,1196,1153,1229,1284,1246,1310,1329,1409,1451,1509
NUTS3,UKC23,Sunderland,B.3g,Mixed income,377,363,436,518,550,612,640,651,692,721,743,740,741,767,779,783,828,893,922,949,1005,1074
NUTS3,UKC23,Sunderland,D.1,Compensation of employees,6211,6315,6861,7222,7681,7877,8166,8606,9024,9675,10115,10213,9921,10359,10556,10784,11269,11310,11457,11511,11989,12200
NUTS3,UKC23,Sunderland,D.4,"Property income, received",1780,1701,1652,1953,1895,1943,1869,2077,2201,2164,2524,2483,1869,1912,1849,1669,1701,1803,1921,1813,1888,1836
NUTS3,UKC23,Sunderland,NA,Primary resources total,9461,9512,10113,10874,11292,11681,11940,12631,13243,13885,14699,14816,13728,14191,14412,14519,15044,15316,15629,15681,16333,16618
NUTS3,UKC23,Sunderland,D.4,"Property income, paid",299,333,315,375,346,341,353,467,533,607,856,999,275,201,278,186,193,259,218,249,169,243
NUTS3,UKC23,Sunderland,NA,Primary uses total,299,333,315,375,346,341,353,467,533,607,856,999,275,201,278,186,193,259,218,249,169,243
NUTS3,UKC23,Sunderland,B.5g,Balance of primary incomes,9162,9179,9798,10499,10946,11339,11587,12163,12710,13279,13843,13817,13453,13990,14134,14334,14852,15058,15411,15433,16164,16375
NUTS3,UKC23,Sunderland,D.61/D.62,Imputed social contributions/Social benefits received,2649,2685,2717,2943,3046,3095,3336,3502,3614,3811,4026,4251,4624,4761,4865,5153,5202,5047,5199,5413,5583,5579
NUTS3,UKC23,Sunderland,D.7,"Other current transfers, received",331,424,408,463,433,467,434,435,395,411,545,488,451,604,643,632,671,596,608,595,628,647
NUTS3,UKC23,Sunderland,NA,Secondary resources total,2980,3109,3125,3406,3479,3562,3769,3937,4008,4222,4572,4739,5075,5366,5508,5786,5873,5642,5807,6008,6211,6227
NUTS3,UKC23,Sunderland,D.5,"Current taxes on income, wealth etc",1128,1278,1361,1424,1491,1500,1570,1667,1783,1893,1995,2047,1911,1957,1956,1903,1912,1928,1987,1935,1951,2003
NUTS3,UKC23,Sunderland,D.61/D.62,Social contributions/Social benefits paid,2069,2002,2131,2293,2508,2599,2725,3007,3092,3405,3631,3588,3308,3598,3562,3577,3687,3606,3643,3535,3918,3760
NUTS3,UKC23,Sunderland,D.7,"Other current transfers, paid",393,496,479,539,516,568,556,575,547,564,690,652,646,827,834,778,852,786,803,809,840,839
NUTS3,UKC23,Sunderland,NA,Secondary uses total,3589,3776,3971,4256,4514,4667,4851,5249,5422,5861,6316,6287,5866,6383,6351,6259,6452,6319,6433,6279,6709,6601
NUTS3,UKC23,Sunderland,NA,Balance of secondary income,-609,-667,-846,-850,-1035,-1104,-1082,-1312,-1413,-1639,-1745,-1548,-791,-1017,-843,-473,-579,-677,-626,-271,-498,-375
NUTS3,UKC23,Sunderland,B.6g,Gross Disposable Income,8552,8512,8952,9649,9911,10235,10505,10851,11297,11640,12098,12268,12662,12973,13291,13861,14273,14381,14786,15161,15666,16000
NUTS1,UKD,North West,B.2g,Operating surplus,1473,1542,1627,1688,1736,1743,1780,1815,1837,1903,1916,1975,1756,1705,1730,1782,1753,1858,1934,2033,2070,2117
NUTS1,UKD,North West,B.3g,Mixed income,762,814,869,874,897,956,980,995,1049,1074,1053,1064,1098,1137,1163,1187,1220,1292,1337,1352,1431,1524
NUTS1,UKD,North West,D.1,Compensation of employees,6888,7133,7665,8104,8549,8824,9240,9762,10127,10561,11090,11220,11000,11279,11358,11443,11775,11970,12250,12652,13134,13741
NUTS1,UKD,North West,D.4,"Property income, received",2274,2350,2203,2524,2346,2344,2373,2634,2876,2816,3241,3311,2637,2661,2580,2422,2427,2741,2940,2763,2589,2831
NUTS1,UKD,North West,NA,Primary resources total,11396,11838,12365,13191,13527,13867,14373,15207,15889,16354,17300,17570,16491,16782,16831,16834,17175,17861,18462,18800,19224,20213
NUTS1,UKD,North West,D.4,"Property income, paid",495,548,518,621,587,538,552,722,775,796,1017,1254,351,276,339,312,250,302,336,348,259,354
NUTS1,UKD,North West,NA,Primary uses total,495,548,518,621,587,538,552,722,775,796,1017,1254,351,276,339,312,250,302,336,348,259,354
NUTS1,UKD,North West,B.5g,Balance of primary incomes,10901,11290,11846,12570,12940,13330,13821,14484,15114,15558,16283,16316,16140,16506,16491,16521,16925,17559,18126,18452,18965,19860
NUTS1,UKD,North West,D.61/D.62,Imputed social contributions/Social benefits received,2627,2674,2765,2937,3080,3225,3431,3555,3669,3884,4076,4329,4724,4902,4979,5236,5317,5286,5434,5439,5496,5569
NUTS1,UKD,North West,D.7,"Other current transfers, received",278,333,342,400,484,399,358,371,347,347,452,394,374,478,526,561,578,522,523,524,543,564
NUTS1,UKD,North West,NA,Secondary resources total,2905,3007,3108,3338,3563,3623,3789,3926,4016,4231,4528,4722,5098,5380,5505,5797,5895,5807,5957,5963,6039,6133
NUTS1,UKD,North West,D.5,"Current taxes on income, wealth etc",1395,1591,1698,1790,1889,1916,1998,2108,2218,2294,2445,2544,2399,2387,2396,2314,2332,2341,2431,2496,2594,2714
NUTS1,UKD,North West,D.61/D.62,Social contributions/Social benefits paid,2280,2337,2354,2580,2659,2789,3039,3289,3477,3640,3860,3789,3631,4010,3901,3817,3817,3989,3893,4065,4081,4168
NUTS1,UKD,North West,D.7,"Other current transfers, paid",340,404,412,476,565,498,479,509,496,497,593,555,566,697,713,702,754,705,713,732,748,749
NUTS1,UKD,North West,NA,Secondary uses total,4015,4332,4464,4845,5114,5204,5515,5906,6191,6431,6898,6888,6596,7093,7009,6833,6904,7035,7037,7293,7424,7631
NUTS1,UKD,North West,NA,Balance of secondary income,-1110,-1325,-1356,-1507,-1551,-1580,-1726,-1979,-2175,-2200,-2370,-2165,-1498,-1714,-1504,-1036,-1009,-1227,-1080,-1330,-1385,-1498
NUTS1,UKD,North West,B.6g,Gross Disposable Income,9792,9965,10490,11063,11389,11749,12095,12505,12940,13357,13913,14151,14642,14793,14987,15486,15916,16332,17046,17122,17580,18362
NUTS2,UKD1,Cumbria,B.2g,Operating surplus,1669,1761,1861,1896,1970,1983,2068,2107,2128,2237,2260,2407,2155,2124,2177,2257,2207,2319,2401,2500,2503,2564
NUTS2,UKD1,Cumbria,B.3g,Mixed income,921,959,861,863,900,935,948,1002,1073,1111,1107,1148,1198,1234,1266,1287,1324,1381,1415,1439,1515,1612
NUTS2,UKD1,Cumbria,D.1,Compensation of employees,6659,7196,7439,7776,8406,8400,9001,9593,9894,10316,10828,10907,10988,11369,11363,11615,12230,12392,12716,13130,13634,14277
NUTS2,UKD1,Cumbria,D.4,"Property income, received",2477,2583,2409,2747,2685,2375,2660,3142,3384,3279,3837,3935,3101,3208,3137,2939,2891,3205,3392,3147,3039,3309
NUTS2,UKD1,Cumbria,NA,Primary resources total,11726,12499,12571,13283,13961,13693,14677,15844,16479,16943,18032,18396,17442,17935,17944,18098,18652,19297,19924,20215,20690,21761
NUTS2,UKD1,Cumbria,D.4,"Property income, paid",561,626,594,699,667,613,643,840,899,937,1200,1529,432,344,428,396,316,378,418,430,316,432
NUTS2,UKD1,Cumbria,NA,Primary uses total,561,626,594,699,667,613,643,840,899,937,1200,1529,432,344,428,396,316,378,418,430,316,432
NUTS2,UKD1,Cumbria,B.5g,Balance of primary incomes,11164,11872,11977,12584,13294,13079,14034,15004,15579,16006,16831,16868,17010,17591,17515,17702,18336,18919,19507,19785,20374,21330
NUTS2,UKD1,Cumbria,D.61/D.62,Imputed social contributions/Social benefits received,2578,2642,2817,2917,3169,3299,3654,3800,3980,4261,4473,4692,5025,5321,5407,5768,5874,5803,6045,6080,6274,6425
NUTS2,UKD1,Cumbria,D.7,"Other current transfers, received",306,370,377,444,536,441,397,414,387,385,501,439,421,549,604,635,660,592,596,599,614,634
NUTS2,UKD1,Cumbria,NA,Secondary resources total,2884,3012,3194,3361,3706,3741,4052,4214,4366,4646,4974,5131,5446,5869,6011,6403,6534,6395,6641,6678,6887,7059
NUTS2,UKD1,Cumbria,D.5,"Current taxes on income, wealth etc",1328,1621,1632,1741,1892,1859,1964,2103,2180,2244,2367,2442,2405,2426,2394,2320,2394,2388,2478,2565,2664,2816
NUTS2,UKD1,Cumbria,D.61/D.62,Social contributions/Social benefits paid,2358,2411,2364,2496,2581,2305,2949,3350,3563,3649,3946,3846,3661,4059,3967,3914,4007,4039,4025,4102,4200,4326
NUTS2,UKD1,Cumbria,D.7,"Other current transfers, paid",370,444,450,523,621,544,522,556,541,540,648,606,619,774,797,784,845,786,796,817,831,831
NUTS2,UKD1,Cumbria,NA,Secondary uses total,4056,4476,4447,4760,5094,4708,5435,6009,6284,6432,6961,6895,6684,7259,7158,7018,7247,7213,7299,7484,7695,7973
NUTS2,UKD1,Cumbria,NA,Balance of secondary income,-1172,-1464,-1253,-1398,-1388,-967,-1383,-1795,-1918,-1786,-1987,-1763,-1239,-1390,-1147,-615,-713,-817,-658,-806,-807,-914
NUTS2,UKD1,Cumbria,B.6g,Gross Disposable Income,9992,10408,10725,11186,11906,12112,12651,13208,13662,14220,14845,15104,15772,16201,16368,17087,17623,18102,18848,18979,19567,20416
NUTS3,UKD11,West Cumbria,B.2g,Operating surplus,1337,1399,1463,1459,1475,1402,1382,1403,1502,1659,1731,1824,1654,1669,1682,1717,1760,1843,1900,1944,1990,2036
NUTS3,UKD11,West Cumbria,B.3g,Mixed income,617,632,508,576,627,643,638,671,714,748,753,773,819,857,877,895,937,973,988,1010,1086,1156
NUTS3,UKD11,West Cumbria,D.1,Compensation of employees,6625,7148,7396,7723,8512,8326,8704,9032,9223,9844,10510,10807,10829,11223,11380,11757,12323,12651,13225,13476,14110,14779
NUTS3,UKD11,West Cumbria,D.4,"Property income, received",1971,2014,1923,2298,2243,1837,2215,2738,2938,2773,3238,3342,2603,2725,2654,2432,2429,2733,2858,2696,2556,2705
NUTS3,UKD11,West Cumbria,NA,Primary resources total,10549,11193,11291,12056,12857,12209,12939,13844,14377,15025,16232,16746,15905,16474,16592,16801,17449,18201,18971,19126,19743,20677
NUTS3,UKD11,West Cumbria,D.4,"Property income, paid",450,498,466,537,499,434,429,559,635,695,919,1159,331,271,331,301,252,300,331,334,251,342
NUTS3,UKD11,West Cumbria,NA,Primary uses total,450,498,466,537,499,434,429,559,635,695,919,1159,331,271,331,301,252,300,331,334,251,342
NUTS3,UKD11,West Cumbria,B.5g,Balance of primary incomes,10100,10695,10825,11519,12358,11776,12510,13285,13742,14330,15313,15588,15573,16203,16262,16499,17197,17901,18640,18792,19492,20335
NUTS3,UKD11,West Cumbria,D.61/D.62,Imputed social contributions/Social benefits received,2576,2639,2781,3042,3115,3272,3641,3858,3991,4247,4529,4669,4847,5103,5270,5706,5603,5477,5712,5777,5858,5970
NUTS3,UKD11,West Cumbria,D.7,"Other current transfers, received",281,338,346,409,484,405,362,380,355,358,466,409,394,508,563,599,622,561,567,567,593,614
NUTS3,UKD11,West Cumbria,NA,Secondary resources total,2856,2978,3127,3451,3599,3677,4003,4238,4347,4604,4995,5078,5241,5612,5834,6306,6225,6038,6279,6344,6452,6583
NUTS3,UKD11,West Cumbria,D.5,"Current taxes on income, wealth etc",1306,1564,1581,1747,1938,1812,1812,1866,1909,2028,2200,2323,2262,2295,2313,2314,2365,2398,2557,2593,2701,2808
NUTS3,UKD11,West Cumbria,D.61/D.62,Social contributions/Social benefits paid,2264,2289,2272,2373,2523,2195,2837,3183,3409,3506,3757,3787,3526,3898,3874,3796,3964,4066,4080,4149,4291,4423
NUTS3,UKD11,West Cumbria,D.7,"Other current transfers, paid",343,411,418,486,567,506,485,520,507,510,611,574,590,732,755,747,806,753,765,784,808,808
NUTS3,UKD11,West Cumbria,NA,Secondary uses total,3913,4264,4271,4606,5028,4514,5133,5570,5824,6044,6567,6684,6377,6925,6942,6857,7134,7217,7401,7525,7800,8039
NUTS3,UKD11,West Cumbria,NA,Balance of secondary income,-1057,-1286,-1144,-1155,-1429,-837,-1130,-1332,-1478,-1440,-1572,-1606,-1136,-1313,-1108,-551,-909,-1179,-1123,-1180,-1348,-1456
NUTS3,UKD11,West Cumbria,B.6g,Gross Disposable Income,9043,9409,9681,10364,10929,10939,11380,11953,12264,12890,13741,13981,14437,14890,15154,15949,16288,16721,17518,17611,18144,18879
NUTS3,UKD12,East Cumbria,B.2g,Operating surplus,1983,2100,2235,2304,2430,2518,2697,2745,2690,2755,2735,2929,2605,2532,2621,2738,2602,2741,2844,2991,2952,3027
NUTS3,UKD12,East Cumbria,B.3g,Mixed income,1209,1266,1193,1131,1154,1204,1231,1302,1396,1436,1424,1484,1537,1571,1615,1636,1667,1743,1793,1817,1891,2011
NUTS3,UKD12,East Cumbria,D.1,Compensation of employees,6692,7241,7479,7825,8307,8468,9273,10103,10499,10740,11112,10997,11130,11500,11348,11488,12147,12162,12266,12824,13215,13836
NUTS3,UKD12,East Cumbria,D.4,"Property income, received",2955,3116,2865,3165,3095,2870,3067,3509,3785,3732,4373,4466,3548,3641,3570,3390,3301,3622,3865,3545,3463,3838
NUTS3,UKD12,East Cumbria,NA,Primary resources total,12838,13722,13772,14425,14985,15059,16268,17659,18371,18664,19643,19876,18821,19244,19154,19252,19718,20268,20769,21176,21522,22712
NUTS3,UKD12,East Cumbria,D.4,"Property income, paid",667,747,713,849,823,779,839,1095,1137,1154,1452,1861,522,411,516,481,373,446,495,514,373,510
NUTS3,UKD12,East Cumbria,NA,Primary uses total,667,747,713,849,823,779,839,1095,1137,1154,1452,1861,522,411,516,481,373,446,495,514,373,510
NUTS3,UKD12,East Cumbria,B.5g,Balance of primary incomes,12171,12975,13059,13575,14162,14280,15429,16563,17233,17509,18191,18015,18299,18834,18638,18772,19346,19822,20274,20662,21149,22202
NUTS3,UKD12,East Cumbria,D.61/D.62,Imputed social contributions/Social benefits received,2580,2644,2851,2801,3219,3324,3666,3748,3969,4274,4422,4713,5184,5516,5529,5823,6114,6092,6339,6347,6638,6824
NUTS3,UKD12,East Cumbria,D.7,"Other current transfers, received",330,400,406,477,585,475,430,445,415,409,532,466,446,584,640,667,693,620,622,627,632,652
NUTS3,UKD12,East Cumbria,NA,Secondary resources total,2910,3044,3257,3278,3805,3799,4096,4192,4384,4683,4955,5179,5630,6100,6169,6489,6807,6712,6961,6973,7270,7477
NUTS3,UKD12,East Cumbria,D.5,"Current taxes on income, wealth etc",1348,1674,1681,1736,1849,1901,2103,2318,2425,2438,2517,2549,2533,2544,2467,2326,2421,2379,2408,2541,2632,2822
